"","CST","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","DewPointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","MinHumidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.SeaLevel.PressurehPa","MaxVisibilityKm","Mean.VisibilityKm","MinVisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.GustSpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"218","2000-12-11",-23,-26,-28,-25,-28,-30,85,84,83,1037,1035,1033,NA,NA,NA,32,24,NA,0,NA,NA,303
"219","2000-12-12",-24,-28,-31,-27,-30,-33,86,83,80,1033,1030,1028,NA,NA,NA,14,5,NA,0,NA,NA,277
"220","2000-12-13",-22,-26,-29,-24,-29,-32,87,84,81,1028,1027,1025,NA,NA,NA,14,6,NA,0,NA,NA,148
"221","2000-12-14",-19,-23,-29,-20,-26,-32,91,86,81,1025,1022,1019,NA,NA,NA,24,13,NA,0,NA,NA,54
"222","2000-12-15",-1,-16,-31,-1,-22,-33,98,88,80,1024,1017,1010,NA,NA,NA,52,19,53,0,NA,NA,101
"223","2000-12-16",-1,-26,-30,-1,-27,-32,100,84,80,1038,1033,1026,NA,NA,NA,52,35,63,0,NA,NA,315
"224","2000-12-17",-1,-12,-24,-1,-16,-26,100,92,84,1025,1014,1007,NA,NA,NA,53,40,61,0,NA,NA,116
"225","2000-12-18",-17,-20,-23,-19,-23,-25,90,86,82,1038,1033,1025,NA,NA,NA,40,29,53,0,NA,NA,299
"226","2000-12-19",-2,-9,-17,-1,-12,-18,100,92,84,1027,1010,1000,NA,NA,NA,58,32,71,0,NA,NA,159
"227","2000-12-20",-15,-22,-30,-16,-23,-33,94,86,80,1036,1025,1009,NA,NA,NA,48,35,50,0,NA,NA,335
"228","2000-12-21",-22,-27,-32,-24,-30,-35,85,82,78,1037,1033,1025,NA,NA,NA,29,18,NA,0,NA,NA,162
"229","2000-12-22",-17,-21,-26,-18,-23,-28,92,86,83,1032,1025,1022,NA,NA,NA,32,19,NA,0,NA,NA,338
"230","2000-12-23",-21,-26,-31,-22,-29,-33,87,83,80,1041,1038,1032,NA,NA,NA,16,10,NA,0,NA,NA,353
"231","2000-12-24",-18,-25,-31,-20,-28,-33,90,84,79,1041,1036,1033,NA,NA,NA,29,14,29,0,NA,NA,141
"232","2000-12-25",-14,-16,-18,-16,-17,-19,94,91,86,1037,1035,1032,NA,NA,NA,29,16,NA,0,NA,NA,325
"233","2000-12-26",-10,-13,-17,-11,-14,-17,98,95,93,1037,1029,1023,NA,NA,NA,32,16,NA,0,NA,NA,141
"234","2000-12-27",-1,-8,-15,-1,-13,-16,97,94,92,1025,1020,1011,NA,NA,NA,42,24,53,0,NA,NA,121
"235","2000-12-28",-1,-8,-14,-1,-9,-14,100,96,92,1032,1030,1021,NA,NA,NA,37,24,40,0,NA,NA,315
"236","2000-12-29",-7,-14,-22,-7,-16,-24,99,93,88,1035,1034,1031,NA,NA,NA,29,21,NA,0,NA,NA,345
"237","2000-12-30",-16,-20,-24,-17,-19,-26,94,91,87,1035,1034,1032,NA,NA,NA,14,5,NA,0,NA,NA,140
"238","2000-12-31",-17,-19,-21,-18,-20,-23,92,90,89,1032,1029,1027,NA,NA,NA,29,18,NA,0,NA,NA,132
"239","2001-1-1",-13,-16,-19,-13,-18,-20,96,91,89,1027,1024,1022,NA,NA,NA,29,23,NA,0,NA,NA,149
"240","2001-1-2",-1,-9,-17,-1,-7,-17,99,95,87,1027,1024,1021,NA,NA,NA,27,13,40,0,NA,NA,291
"241","2001-1-3",3,-8,-14,-1,-8,-15,99,94,74,1023,1020,1010,NA,NA,NA,21,8,NA,0,NA,NA,203
"242","2001-1-4",5,1,-3,1,-2,-6,89,80,70,1016,1010,1005,NA,NA,NA,52,35,61,0,NA,NA,293
"243","2001-1-5",4,-3,-11,2,-4,-12,100,90,80,1018,1009,999,NA,NA,NA,40,19,52,0,NA,NA,244
"244","2001-1-6",2,0,-2,1,-1,-3,100,93,87,1017,1009,1002,NA,NA,NA,35,27,34,0.25,NA,NA,299
"245","2001-1-7",1,-6,-13,1,-6,-13,100,97,92,1025,1022,1018,NA,NA,NA,35,21,NA,0,NA,NA,272
"246","2001-1-8",-6,-10,-14,-6,-11,-14,98,96,93,1021,1018,1013,NA,NA,NA,29,16,NA,0,NA,NA,135
"247","2001-1-9",2,-4,-12,-1,-7,-12,99,89,76,1012,1010,1008,NA,NA,NA,29,18,NA,0,NA,NA,198
"248","2001-1-10",-4,-8,-12,-6,-8,-12,99,96,89,1016,1013,1009,NA,NA,NA,21,10,NA,0,NA,NA,10
"249","2001-1-11",-6,-10,-16,-6,-10,-16,100,96,93,1019,1017,1016,NA,NA,NA,24,18,NA,0,NA,NA,141
"250","2001-1-12",-9,-13,-17,-9,-13,-17,98,96,93,1022,1020,1019,NA,NA,NA,13,5,NA,0,NA,NA,356
"251","2001-1-13",-9,-10,-11,-9,-10,-11,99,98,98,1026,1024,1022,NA,NA,NA,26,18,NA,0,NA,NA,46
"252","2001-1-14",-9,-10,-11,-9,-10,-11,98,96,93,1025,1025,1024,NA,NA,NA,19,11,NA,0,NA,NA,24
"253","2001-1-15",-8,-10,-13,-8,-11,-13,98,95,91,1031,1028,1025,NA,NA,NA,34,23,NA,0,NA,NA,336
"254","2001-1-16",-12,-14,-18,-12,-15,-19,95,93,87,1031,1029,1022,NA,NA,NA,21,11,NA,0,NA,NA,176
"255","2001-1-17",-2,-6,-11,-2,-4,-11,99,93,84,1021,1016,1014,NA,NA,NA,40,23,50,0,NA,NA,290
"256","2001-1-18",-6,-12,-19,-7,-13,-20,96,90,83,1032,1027,1019,NA,NA,NA,37,24,47,0,NA,NA,341
"257","2001-1-19",-8,-12,-17,-9,-14,-18,98,95,91,1031,1023,1016,NA,NA,NA,23,11,NA,0,NA,NA,173
"258","2001-1-20",-11,-14,-18,-11,-14,-19,98,94,91,1027,1022,1016,NA,NA,NA,14,8,NA,0,NA,NA,308
"259","2001-1-21",-7,-12,-17,-7,-12,-18,98,95,91,1027,1023,1017,NA,NA,NA,16,8,NA,0,NA,NA,159
"260","2001-1-22",-3,-6,-10,-2,-6,-12,99,91,81,1027,1023,1016,NA,NA,NA,35,19,27,0,NA,NA,293
"261","2001-1-23",-10,-15,-21,-12,-16,-22,95,90,86,1035,1029,1026,NA,NA,NA,19,13,NA,0,NA,NA,315
"262","2001-1-24",-13,-18,-22,-13,-19,-24,95,91,86,1036,1031,1020,NA,NA,NA,27,8,NA,0,NA,NA,142
"263","2001-1-25",-5,-11,-16,-6,-12,-17,99,96,92,1021,1014,1010,NA,NA,NA,34,21,47,0,NA,NA,19
"264","2001-1-26",-6,-10,-14,-6,-10,-14,98,96,91,1028,1024,1020,NA,NA,NA,29,21,NA,0,NA,NA,284
"265","2001-1-27",-7,-11,-14,-8,-11,-15,98,91,86,1023,1020,1017,NA,NA,NA,29,18,34,0,NA,NA,268
"266","2001-1-28",-5,-10,-16,-7,-12,-17,95,90,83,1020,1013,1009,NA,NA,NA,24,16,NA,0,NA,NA,171
"267","2001-1-29",-8,-13,-17,-10,-13,-18,94,90,82,1009,1006,1003,NA,NA,NA,21,10,NA,0,NA,NA,142
"268","2001-1-30",-4,-7,-11,-6,-8,-12,96,87,76,1011,1008,1003,NA,NA,NA,45,26,53,0,NA,NA,286
"269","2001-1-31",-6,-15,-25,-8,-15,-27,96,87,83,1031,1019,1011,NA,NA,NA,42,29,52,0,NA,NA,319
"270","2001-2-1",-16,-24,-31,-17,-26,-33,88,83,79,1035,1031,1020,NA,NA,NA,40,19,47,0,NA,NA,158
"271","2001-2-2",2,-7,-15,0,-8,-16,98,91,86,1019,1012,1005,NA,NA,NA,37,21,32,0,NA,NA,200
"272","2001-2-3",2,-4,-10,0,-4,-11,99,95,84,1021,1012,1005,NA,NA,NA,40,27,35,0,NA,NA,303
"273","2001-2-4",-3,-7,-10,-5,-8,-11,99,89,85,1022,1020,1015,NA,NA,NA,19,11,NA,0,NA,NA,270
"274","2001-2-5",-6,-11,-17,-7,-12,-18,98,94,90,1021,1017,1014,NA,NA,NA,24,13,NA,0,NA,NA,314
"275","2001-2-6",-8,-14,-22,-9,-16,-24,96,90,85,1028,1024,1021,NA,NA,NA,39,23,42,0,NA,NA,303
"276","2001-2-7",-18,-22,-26,-19,-23,-28,91,88,84,1034,1031,1028,NA,NA,NA,11,6,NA,0,NA,NA,24
"277","2001-2-8",-22,-26,-31,-23,-29,-33,88,83,79,1035,1034,1033,NA,NA,NA,10,5,NA,0,NA,NA,15
"278","2001-2-9",-21,-24,-29,-22,-26,-32,88,85,81,1033,1032,1030,NA,NA,NA,16,8,NA,0,NA,NA,84
"279","2001-2-10",-19,-24,-29,-21,-25,-32,90,86,80,1031,1029,1028,NA,NA,NA,42,26,45,0,NA,NA,109
"280","2001-2-11",-19,-21,-24,-20,-23,-26,90,88,86,1028,1027,1025,NA,NA,NA,34,23,NA,0,NA,NA,103
"281","2001-2-12",-14,-20,-27,-14,-21,-29,95,89,83,1027,1023,1019,NA,NA,NA,32,10,34,0,NA,NA,192
"282","2001-2-13",-15,-20,-27,-16,-22,-29,92,88,83,1034,1029,1021,NA,NA,NA,37,26,39,0,NA,NA,309
"283","2001-2-14",-10,-19,-28,-11,-22,-31,94,87,82,1033,1021,1009,NA,NA,NA,37,18,42,0,NA,NA,160
"284","2001-2-15",-8,-14,-21,-8,-17,-22,96,91,87,1031,1019,1009,NA,NA,NA,47,32,58,0,NA,NA,311
"285","2001-2-16",-19,-22,-26,-21,-24,-28,90,86,82,1042,1039,1032,NA,NA,NA,24,18,NA,0,NA,NA,297
"286","2001-2-17",-13,-20,-26,-16,-23,-28,91,84,78,1041,1034,1027,NA,NA,NA,13,10,NA,0,NA,NA,225
"287","2001-2-18",-11,-18,-24,-12,-19,-26,94,88,86,1026,1018,1014,NA,NA,NA,34,13,NA,0,NA,NA,233
"288","2001-2-19",-14,-17,-19,-16,-18,-20,91,88,84,1025,1022,1018,NA,NA,NA,27,19,35,0,NA,NA,301
"289","2001-2-20",-17,-21,-27,-18,-23,-29,88,84,78,1036,1033,1025,NA,NA,NA,29,16,32,0,NA,NA,298
"290","2001-2-21",-6,-16,-26,-7,-17,-27,95,90,86,1035,1022,1014,NA,NA,NA,42,23,52,0,NA,NA,173
"291","2001-2-22",-14,-18,-23,-15,-18,-25,92,89,86,1026,1023,1018,NA,NA,NA,32,23,34,0,NA,NA,307
"292","2001-2-23",-9,-16,-22,-10,-16,-23,93,90,86,1025,1017,1012,NA,NA,NA,47,21,35,0,NA,NA,135
"293","2001-2-24",-9,-11,-12,-10,-11,-13,98,92,87,1018,1014,1011,NA,NA,NA,27,18,NA,0,NA,NA,38
"294","2001-2-25",-12,-18,-24,-13,-20,-27,92,89,85,1033,1025,1018,NA,NA,NA,24,18,NA,0,NA,NA,327
"295","2001-2-26",-21,-26,-30,-23,-27,-33,88,84,78,1042,1038,1033,NA,NA,NA,21,11,NA,0,NA,NA,294
"296","2001-2-27",-11,-21,-31,-13,-22,-33,91,83,77,1042,1033,1022,NA,NA,NA,23,13,NA,0,NA,NA,208
"297","2001-2-28",1,-4,-11,-3,-9,-13,92,79,65,1020,1012,1006,NA,NA,NA,19,11,NA,0,NA,NA,215
"298","2001-3-1",1,-4,-9,-1,-4,-11,98,87,76,1011,1007,1002,NA,NA,NA,39,21,48,0,NA,NA,271
"299","2001-3-2",0,-6,-12,-1,-7,-13,99,94,88,1011,1008,1006,NA,NA,NA,32,13,NA,0,NA,NA,154
"300","2001-3-3",-4,-8,-12,-4,-8,-13,99,98,95,1024,1015,1008,NA,NA,NA,13,6,NA,0,NA,NA,132
"301","2001-3-4",-4,-6,-7,-4,-5,-7,99,99,99,1031,1029,1024,NA,NA,NA,26,16,NA,0,NA,NA,128
"302","2001-3-5",-4,-8,-12,-5,-8,-13,99,93,84,1032,1030,1026,NA,NA,NA,34,21,NA,0,NA,NA,136
"303","2001-3-6",-3,-6,-9,-4,-6,-9,99,98,96,1030,1028,1024,NA,NA,NA,42,23,NA,0,NA,NA,285
"304","2001-3-7",-2,-7,-14,-3,-8,-15,99,94,90,1029,1028,1028,NA,NA,NA,24,14,NA,0,NA,NA,311
"305","2001-3-8",-1,-8,-16,-1,-9,-16,99,95,91,1027,1022,1016,NA,NA,NA,34,8,NA,0,NA,NA,136
"306","2001-3-9",1,-4,-10,1,-4,-10,100,98,94,1017,1014,1012,NA,NA,NA,45,29,48,0,NA,NA,315
"307","2001-3-10",-3,-7,-11,-3,-7,-11,99,93,79,1021,1019,1016,NA,NA,NA,35,21,NA,0,NA,NA,17
"308","2001-3-11",3,-4,-11,1,-4,-11,99,94,86,1016,1008,1004,NA,NA,NA,32,21,NA,0,NA,NA,174
"309","2001-3-12",3,-1,-4,2,0,-4,100,94,83,1003,1000,997,NA,NA,NA,53,18,61,0,NA,NA,273
"310","2001-3-13",3,0,-3,0,-1,-3,99,90,78,1006,1005,1004,NA,NA,NA,26,14,NA,0,NA,NA,287
"311","2001-3-14",-1,-4,-8,-2,-3,-8,99,94,88,1024,1014,1006,NA,NA,NA,26,10,NA,0,NA,NA,28
"312","2001-3-15",0,-4,-9,-1,-4,-9,99,97,91,1024,1022,1020,NA,NA,NA,13,6,NA,0,NA,NA,136
"313","2001-3-16",1,-5,-11,0,-5,-11,99,96,92,1021,1020,1019,NA,NA,NA,23,11,NA,0,NA,NA,147
"314","2001-3-17",2,-2,-7,1,-2,-7,99,95,87,1020,1017,1015,NA,NA,NA,27,21,NA,0,NA,NA,148
"315","2001-3-18",1,-2,-5,1,-2,-5,99,96,90,1024,1019,1015,NA,NA,NA,23,10,NA,0,NA,NA,282
"316","2001-3-19",3,-2,-8,2,-2,-8,99,93,84,1023,1016,1008,NA,NA,NA,45,19,60,0,NA,NA,138
"317","2001-3-20",6,0,-5,1,-2,-6,94,83,68,1023,1021,1017,NA,NA,NA,29,19,27,0,NA,NA,215
"318","2001-3-21",1,-4,-10,-1,-6,-12,99,92,82,1028,1021,1016,NA,NA,NA,32,18,40,0,NA,NA,26
"319","2001-3-22",-7,-12,-16,-8,-12,-17,96,91,87,1031,1030,1028,NA,NA,NA,21,11,NA,0,NA,NA,28
"320","2001-3-23",-11,-14,-18,-13,-17,-21,95,80,71,1038,1036,1031,NA,NA,NA,37,21,40,0,NA,NA,330
"321","2001-3-24",-11,-14,-18,-13,-17,-20,89,81,73,1041,1040,1038,NA,NA,NA,32,24,35,0,NA,NA,331
"322","2001-3-25",-8,-14,-20,-11,-16,-22,90,84,75,1041,1038,1033,NA,NA,NA,24,13,NA,0,NA,NA,99
"323","2001-3-26",1,-7,-14,-3,-9,-16,92,83,72,1033,1026,1019,NA,NA,NA,39,26,47,0,NA,NA,128
"324","2001-3-27",2,-2,-6,1,-3,-7,99,90,80,1019,1016,1014,NA,NA,NA,32,23,NA,0,NA,NA,118
"325","2001-3-28",2,-3,-8,1,-3,-8,100,98,89,1014,1010,1007,NA,NA,NA,23,10,32,0,NA,NA,86
"326","2001-3-29",3,1,-2,3,-1,-2,100,93,77,1012,1010,1007,NA,NA,NA,24,14,NA,0,NA,NA,79
"327","2001-3-30",1,-1,-4,1,-1,-4,100,96,79,1017,1011,1005,NA,NA,NA,53,24,48,0,NA,NA,358
"328","2001-3-31",-1,-4,-10,-3,-7,-10,98,90,77,1019,1016,1012,NA,NA,NA,37,19,NA,0,NA,NA,310
"329","2001-4-1",0,-6,-11,-1,-6,-11,99,93,87,1014,1011,1010,NA,NA,NA,19,11,NA,0,NA,NA,77
"330","2001-4-2",1,-4,-9,-1,-3,-8,99,95,87,1018,1017,1014,NA,NA,NA,35,19,37,0,NA,NA,95
"331","2001-4-3",1,0,-1,1,-1,-2,100,98,92,1025,1021,1018,NA,NA,NA,45,35,53,0,NA,NA,103
"332","2001-4-4",1,-1,-3,1,0,-3,100,98,93,1025,1022,1019,NA,NA,NA,24,18,NA,0,NA,NA,76
"333","2001-4-5",7,2,-2,3,0,-2,100,91,73,1017,1011,1009,NA,NA,NA,21,13,NA,0,NA,NA,151
"334","2001-4-6",6,1,-3,4,1,-3,99,95,86,1010,1008,1006,NA,NA,NA,29,14,NA,0,NA,NA,103
"335","2001-4-7",3,1,-2,3,1,-1,100,97,88,1013,1010,1008,NA,NA,NA,21,14,NA,0,NA,NA,40
"336","2001-4-8",5,1,-3,2,-1,-3,100,91,77,1017,1015,1013,NA,NA,NA,27,18,37,0,NA,NA,70
"337","2001-4-9",3,1,0,3,1,-1,100,98,94,1016,1014,1013,NA,NA,NA,26,21,NA,0,NA,NA,85
"338","2001-4-10",7,4,1,6,2,1,100,96,79,1013,1010,1008,NA,NA,NA,24,13,NA,0,NA,NA,151
"339","2001-4-11",6,2,-1,3,1,-1,100,92,81,1015,1014,1012,NA,NA,NA,26,14,35,0,NA,NA,315
"340","2001-4-12",4,2,1,1,1,-1,99,91,73,1016,1015,1014,NA,NA,NA,29,19,39,0,NA,NA,358
"341","2001-4-13",6,3,-1,3,1,-1,100,90,69,1015,1013,1010,NA,NA,NA,29,11,34,0,NA,NA,194
"342","2001-4-14",3,0,-4,2,-1,-6,99,91,78,1020,1012,1008,NA,NA,NA,34,19,45,0,NA,NA,348
"343","2001-4-15",-3,-6,-8,-5,-9,-12,96,77,59,1035,1028,1021,NA,NA,NA,45,27,55,0,NA,NA,352
"344","2001-4-16",1,-3,-8,-6,-9,-12,93,66,37,1041,1039,1035,NA,NA,NA,23,14,NA,0,NA,NA,12
"345","2001-4-17",11,2,-6,1,-3,-7,93,68,42,1038,1029,1017,NA,NA,NA,42,21,55,0,NA,NA,146
"346","2001-4-18",19,10,1,7,2,-1,89,62,28,1016,1012,1008,NA,NA,NA,26,18,29,0,NA,NA,159
"347","2001-4-19",15,9,3,8,5,3,99,78,46,1008,1005,1003,NA,NA,NA,29,16,32,0,NA,NA,74
"348","2001-4-20",8,4,-2,7,2,-4,99,83,60,1018,1011,1007,NA,NA,NA,42,29,52,0,NA,NA,339
"349","2001-4-21",-1,-4,-8,-4,-7,-10,92,78,69,1027,1025,1020,NA,NA,NA,34,23,42,0,NA,NA,30
"350","2001-4-22",9,2,-6,0,-3,-6,99,75,42,1027,1023,1019,NA,NA,NA,14,10,NA,0,NA,NA,147
"351","2001-4-23",14,7,-2,2,-1,-4,99,65,30,1018,1017,1016,NA,NA,NA,24,14,34,0,NA,NA,45
"352","2001-4-24",20,10,-1,3,1,-2,95,56,25,1020,1018,1017,NA,NA,NA,32,18,42,0,NA,NA,244
"353","2001-4-25",23,14,6,5,3,2,83,49,26,1016,1013,1011,NA,NA,NA,40,19,50,0,NA,NA,282
"354","2001-4-26",21,11,1,6,1,-3,92,52,23,1021,1018,1015,NA,NA,NA,27,13,NA,0,NA,NA,92
"355","2001-4-27",26,16,6,9,7,3,86,56,34,1016,1014,1009,NA,NA,NA,40,23,50,0,NA,NA,112
"356","2001-4-28",31,20,9,11,9,8,88,58,25,1009,1004,999,NA,NA,NA,35,26,45,0,NA,NA,134
"357","2001-4-29",17,13,9,11,4,-3,84,57,32,1008,1004,998,NA,NA,NA,40,23,61,0,NA,NA,270
"358","2001-4-30",19,12,5,2,-2,-3,59,38,23,1010,1006,1002,NA,NA,NA,34,18,52,0,NA,NA,245
"359","2001-5-1",14,11,8,8,5,2,97,72,50,1006,1000,997,NA,NA,NA,48,16,74,6.86,NA,NA,274
"360","2001-5-2",15,8,1,4,0,-3,87,58,30,1024,1015,1006,NA,NA,NA,40,19,52,0,NA,NA,322
"361","2001-5-3",16,7,-2,2,-1,-3,96,60,27,1029,1027,1024,NA,NA,NA,16,8,NA,0,NA,NA,264
"362","2001-5-4",21,10,0,4,0,-3,92,52,21,1026,1022,1016,NA,NA,NA,40,19,52,0,NA,NA,166
"363","2001-5-5",20,13,6,8,4,1,93,58,31,1016,1010,1006,NA,NA,NA,50,31,63,0,NA,NA,152
"364","2001-5-6",12,9,7,9,3,-1,95,70,40,1012,1009,1006,NA,NA,NA,50,23,61,0.76,NA,NA,305
"365","2001-5-7",16,10,4,3,-3,-9,91,48,18,1016,1013,1012,NA,NA,NA,66,45,85,0,NA,NA,318
"366","2001-5-8",21,9,-2,1,-3,-7,72,42,24,1019,1014,1007,NA,NA,NA,27,13,NA,0,NA,NA,255
"367","2001-5-9",17,11,4,5,1,-1,79,51,30,1014,1010,1005,NA,NA,NA,45,24,55,0,NA,NA,1
"368","2001-5-10",17,9,1,6,1,-2,92,58,29,1020,1017,1014,NA,NA,NA,24,6,27,0,NA,NA,163
"369","2001-5-11",19,12,4,7,3,-3,99,57,23,1022,1021,1019,NA,NA,NA,19,8,32,0,NA,NA,201
"370","2001-5-12",27,17,8,7,6,0,73,46,26,1019,1016,1013,NA,NA,NA,19,11,NA,0,NA,NA,125
"371","2001-5-13",31,21,11,14,9,7,82,51,25,1012,1007,1003,NA,NA,NA,45,21,52,0,NA,NA,158
"372","2001-5-14",28,22,16,9,6,2,61,39,19,1005,1003,1000,NA,NA,NA,27,13,40,0,NA,NA,288
"373","2001-5-15",19,16,11,12,8,5,100,64,40,1004,1001,999,NA,NA,NA,40,19,47,2.03,NA,NA,282
"374","2001-5-16",21,12,4,8,4,1,96,58,27,1004,1003,1001,NA,NA,NA,34,14,42,0.25,NA,NA,260
"375","2001-5-17",21,14,7,9,6,1,99,63,30,1012,1009,1005,NA,NA,NA,24,18,35,2.29,NA,NA,274
"376","2001-5-18",21,13,5,4,2,0,76,46,30,1014,1009,1008,NA,NA,NA,29,14,42,0,NA,NA,257
"377","2001-5-19",21,11,2,4,2,-2,80,50,28,1017,1010,1001,NA,NA,NA,37,13,50,0,NA,NA,238
"378","2001-5-20",10,7,4,7,4,-1,99,83,62,1014,1005,1002,NA,NA,NA,69,31,80,3.56,NA,NA,296
"379","2001-5-21",14,7,-1,2,-1,-2,98,62,34,1016,1015,1013,NA,NA,NA,63,32,74,0,NA,NA,339
"380","2001-5-22",16,9,2,2,-1,-3,83,51,28,1018,1015,1014,NA,NA,NA,63,24,77,0,NA,NA,344
"381","2001-5-23",18,9,-1,1,-1,-3,83,52,27,1022,1021,1018,NA,NA,NA,34,18,45,0,NA,NA,5
"382","2001-5-24",15,7,-1,7,3,-2,89,67,43,1025,1023,1022,NA,NA,NA,32,16,34,0,NA,NA,72
"383","2001-5-25",21,11,1,7,4,1,100,63,32,1025,1022,1017,NA,NA,NA,27,18,37,0,NA,NA,142
"384","2001-5-26",25,17,8,8,6,4,76,49,29,1016,1012,1009,NA,NA,NA,26,18,37,0,NA,NA,172
"385","2001-5-27",23,16,7,13,9,4,89,63,38,1016,1012,1010,NA,NA,NA,32,14,40,0,NA,NA,55
"386","2001-5-28",23,17,11,13,11,8,99,73,39,1019,1017,1015,NA,NA,NA,42,23,50,0,NA,NA,105
"387","2001-5-29",23,17,10,13,11,9,99,73,40,1017,1015,1012,NA,NA,NA,50,35,64,9.65,NA,NA,137
"388","2001-5-30",19,13,7,10,5,0,99,66,26,1022,1019,1015,NA,NA,NA,24,10,39,0,NA,NA,248
"389","2001-5-31",14,9,5,8,6,3,98,78,60,1015,1013,1011,NA,NA,NA,52,21,60,3.05,NA,NA,302
"390","2001-6-1",17,12,7,8,7,6,100,78,50,1016,1014,1012,NA,NA,NA,32,21,42,0,NA,NA,13
"391","2001-6-2",21,12,4,11,8,4,99,75,44,1015,1012,1009,NA,NA,NA,35,19,48,0,NA,NA,109
"392","2001-6-3",19,14,9,12,8,6,88,67,50,1014,1012,1011,NA,NA,NA,47,37,58,0,NA,NA,101
"393","2001-6-4",20,16,11,8,6,4,66,52,39,1017,1016,1014,NA,NA,NA,42,34,55,0,NA,NA,104
"394","2001-6-5",14,12,10,11,9,6,98,80,59,1017,1016,1015,NA,NA,NA,42,23,52,4.83,NA,NA,97
"395","2001-6-6",18,14,10,13,11,10,100,87,63,1018,1015,1014,NA,NA,NA,23,14,27,4.83,NA,NA,17
"396","2001-6-7",24,14,6,11,9,6,99,67,33,1020,1018,1016,NA,NA,NA,14,8,NA,0,NA,NA,242
"397","2001-6-8",26,17,7,11,7,5,96,55,26,1017,1016,1014,NA,NA,NA,24,11,35,0,NA,NA,297
"398","2001-6-9",27,19,10,16,11,7,99,70,29,1014,1010,1007,NA,NA,NA,26,14,47,6.86,NA,NA,109
"399","2001-6-10",27,18,10,16,11,4,99,70,27,1008,1006,1003,NA,NA,NA,27,13,39,1.52,NA,NA,228
"400","2001-6-11",22,16,9,12,5,1,76,50,25,1009,1008,1006,NA,NA,NA,32,19,52,0,NA,NA,282
"401","2001-6-12",17,12,8,11,6,3,99,64,41,1012,1010,1009,NA,NA,NA,26,13,NA,0,NA,NA,108
"402","2001-6-13",15,12,10,11,9,6,100,82,53,1011,1010,1010,NA,NA,NA,27,13,35,3.05,NA,NA,27
"403","2001-6-14",14,12,10,12,10,7,99,88,63,1010,1008,1006,NA,NA,NA,26,14,29,1.27,NA,NA,338
"404","2001-6-15",21,14,7,13,8,6,99,77,39,1011,1007,1005,NA,NA,NA,27,11,37,11.43,NA,NA,305
"405","2001-6-16",17,13,9,11,9,7,99,78,50,1020,1017,1012,NA,NA,NA,19,10,NA,1.27,NA,NA,354
"406","2001-6-17",21,14,7,15,12,8,99,85,59,1020,1016,1013,NA,NA,NA,32,14,40,16.76,NA,NA,149
"407","2001-6-18",17,13,9,10,8,6,100,81,51,1019,1016,1014,NA,NA,NA,42,14,60,0.76,NA,NA,339
"408","2001-6-19",20,13,6,11,8,6,95,74,47,1022,1020,1018,NA,NA,NA,27,14,37,2.29,NA,NA,286
"409","2001-6-20",21,14,8,12,9,6,99,69,37,1025,1024,1021,NA,NA,NA,13,10,NA,0,NA,NA,334
"410","2001-6-21",27,17,6,13,11,6,99,65,36,1025,1022,1016,NA,NA,NA,21,11,29,0,NA,NA,170
"411","2001-6-22",32,22,13,13,12,9,91,57,25,1016,1010,1006,NA,NA,NA,40,21,52,0,NA,NA,196
"412","2001-6-23",31,21,12,16,13,10,89,59,29,1010,1007,1005,NA,NA,NA,27,11,39,0,NA,NA,39
"413","2001-6-24",28,22,15,21,16,11,93,77,56,1011,1008,1007,NA,NA,NA,35,21,42,2.79,NA,NA,69
"414","2001-6-25",23,19,13,17,13,4,100,74,34,1017,1010,1005,NA,NA,NA,34,16,55,11.68,NA,NA,331
"415","2001-6-26",21,13,6,15,10,6,99,75,55,1025,1023,1018,NA,NA,NA,26,16,37,0.51,NA,NA,30
"416","2001-6-27",15,14,13,14,14,13,100,97,89,1023,1020,1017,NA,NA,NA,37,27,48,4.83,NA,NA,83
"417","2001-6-28",28,20,13,21,17,13,99,86,54,1017,1015,1012,NA,NA,NA,16,10,NA,0.25,NA,NA,269
"418","2001-6-29",25,19,14,18,15,13,100,80,54,1019,1016,1013,NA,NA,NA,19,13,37,3.05,NA,NA,302
"419","2001-6-30",17,13,9,13,10,8,100,82,56,1028,1025,1019,NA,NA,NA,24,14,32,0,NA,NA,37
"420","2001-7-1",18,12,7,11,9,7,99,75,54,1028,1023,1017,NA,NA,NA,40,19,52,0,NA,NA,141
"421","2001-7-2",24,17,9,14,12,9,100,73,43,1018,1017,1015,NA,NA,NA,37,18,45,0,NA,NA,284
"422","2001-7-3",26,18,11,14,11,9,89,63,35,1021,1019,1018,NA,NA,NA,34,16,47,0,NA,NA,311
"423","2001-7-4",25,16,7,12,9,6,100,63,30,1024,1022,1019,NA,NA,NA,26,10,NA,0,NA,NA,358
"424","2001-7-5",31,22,12,22,16,10,84,70,50,1019,1010,1001,NA,NA,NA,45,29,53,0,NA,NA,140
"425","2001-7-6",26,20,14,21,11,7,91,56,31,1012,1009,1001,NA,NA,NA,39,26,53,0,NA,NA,305
